ID_REF	IDENTIFIER	GSM88918	GSM88914	GSM88919	GSM88915	GSM88917	GSM88913	GSM88916	GSM88912
tktA_b2935_at	tktA	nan	nan	nan	nan	495.5	507.4	290.9	335.7
IG_579_908518_908553_rev_at	/start=908518 /end=908553 /direction=+ /description=intergenic region	3496.4	3392.2	1800.3	1471.8	3448.9	3698.2	1996.9	2398.1
aidB_b4187_at	aidB	1925.4	1773.6	379	492	2183.5	2323.2	997.5	1135.1
IG_2150_3444183_3444215_rev_at	/start=3444183 /end=3444215 /direction=+ /description=intergenic region	15704.8	12832.1	7758.8	6814.6	14386.3	13065.8	8362.7	10275.6
secE_b3981_at	secE	1469.9	1309.6	935.2	880.3	1354.9	1459	909.6	1098.6
IG_115_195665_195784_fwd_at	cdsA	849.4	732.9	429.8	449.9	788.9	727.4	470.5	538.4
IG_2716_4398175_4398249_fwd_at	/start=4398175 /end=4398249 /direction=+ /description=intergenic region	1682.8	1063.3	830.2	357.3	1391.9	1448	591.1	819
yjeE_b4168_at	yjeE	1427.9	954.1	nan	509.4	1304.8	1351.6	617.3	730.1
cca_b3056_at	cca	928.8	759.5	nan	629.3	828.4	860.8	518.1	668.7
exuT_b3093_at	exuT	1108.9	958.7	nan	709.1	673.6	821.5	579.9	561.6
IG_1408_2229735_2229863_fwd_at	/start=2229735 /end=2229863 /direction=+ /description=intergenic region	298.7	263.8	186.2	162.4	185.1	237.4	152.5	159.6
yrbK_b3199_at	yrbK	3335.8	2072.7	1479.6	1369.8	1733	1789.3	1249.1	1170.9
miaA_b4171_at	miaA	14160.1	15955.6	8206.9	7033.7	9089	11195	7378	7831.2
IG_2115_3389664_3390093_rev_f_at	/start=3389664 /end=3390093 /direction=+ /description=intergenic region	1403.6	1293.3	1059.6	1122.4	1008.6	962.2	910.9	824.3
yiiP_b3915_at	fieF	1742.4	1468.3	840.3	1053.1	1209.4	904.7	867	641.8
IG_2608_4225091_4225309_fwd_at	/start=4225091 /end=4225309 /direction=+ /description=intergenic region	559.6	544.3	326	319.5	364.7	334.9	289.9	264.9
sbmC_b2009_at	sbmC	5433	4994.9	2993.6	2565.7	3266.6	2917.3	2440.2	2068.9
sfhB_b2594_at	rluD	2644.5	2141.6	1612.8	1367.5	1493.3	1378.3	1263.1	1174
yahK_b0325_at	yahK	4338.7	3438.5	1765.7	1173.1	2004.7	1666.8	1594	1357.4
b1724_at	ydiZ	6199.6	4764.1	2546.8	2434.9	3667.5	2322.7	2683.7	2007.7
otsA_b1896_at	otsA	1871.4	1844.2	743.9	735.2	1226.7	824.4	716.6	741.7
otsB_b1897_at	otsB	12632.7	10291.1	4162.4	3717.6	5594	3909.7	2463.1	3175
b0955_at	c1091	1578.9	1201.4	958.1	763.4	1094.1	844.2	691.3	849.5
rseA_b2572_at	rseA	7728.1	7036.5	4982.5	4580.4	5664.5	5086.7	3936.6	5055.2
yedU_b1967_at	yedU	9198.1	9331.7	4642.9	3598.6	6591.8	5404	4494.8	5750.3
argB_b3959_at	argB	1369.4	1374.8	nan	678.5	734.1	819.8	783.2	867
b2655_at	ygaQ	nan	nan	82.6	82	nan	nan	nan	nan
IG_640_1019277_1019632_rev_at	/start=1019277 /end=1019632 /direction=+ /description=intergenic region	4352.2	5287.7	1571.6	916.5	1825	1395.6	1772.2	2460.8
betT_b0314_at	betT	1032.9	1040.9	nan	715.6	730.8	656.8	622.3	720.4
IG_830_1313795_1313879_rev_at	/start=1313795 /end=1313879 /direction=+ /description=intergenic region	2027.1	2275.3	485	389.2	833.4	518.3	649.3	635.5
b1957_at	yodC	8518.6	6798.6	2039.9	1672	4267.7	2050.9	2089.1	2778.6
b2619_at	Z3912	nan	nan	nan	584.6	682.4	514.9	475.3	614.6
yjjG_b4374_at	yjjG	635.1	525.1	325.4	318.3	354.6	299.9	261	344.2
mrdB_b0634_at	mrdB	1240.5	1003.9	680	631.8	987.4	546.6	657.5	705.7
yggB_b2924_at	yggB	2460.5	1404.7	915.8	660.9	1269.1	835.2	794.2	1572.5
IG_2868_4614635_4620669_rev_at	/start=4614635 /end=4620669 /direction=+ /description=intergenic region	674.9	633.3	391.6	345.4	453.9	508.2	449	351.1
nusA_b3169_at	nusA	2908.9	2965.7	2263	2130.1	2241.6	2602.8	2288.3	1769.3
rpoB_b3987_at	rpoB	5887.7	5096	4098.9	3282.4	4004.3	4808	3837.7	3539.5
treF_b3519_at	treF	914.2	633.7	560.2	473.5	544.4	618.4	572.7	450
yigZ_b3848_at	yigZ	1079.8	904.1	721.8	727.4	724.7	795.6	741.5	696.1
IG_97_173445_175106_fwd_at	/start=173445 /end=175106 /direction=+ /description=intergenic region	446.7	463.9	411.9	498.2	426.5	405.4	375.5	362.7
rnhA_b0214_at	rnhA	805.5	725.4	480.1	658.5	876	458.3	446.7	394
aas_b2836_at	aas	722.2	650.5	447.1	568.8	600	485.3	447.8	432.1
yhhT_b3474_at	yhhT	693.5	511.3	328.5	449.6	503.6	360	292.7	332.2
IG_2485_4030697_4030734_fwd_at	/start=4030697 /end=4030734 /direction=+ /description=intergenic region	613.5	408.3	145.5	226.5	442.7	226.7	241.6	303.7
IG_1137_1793177_1793276_rev_at	/start=1793177 /end=1793276 /direction=+ /description=intergenic region	780.2	646	607.3	729.6	551.5	607	582.8	477.8
cycA_b4208_at	cycA	1150.6	965.3	720	907.6	791.2	1085.8	816.1	607
fhlA_b2731_at	fhlA	839.7	nan	nan	579.3	487.9	612	520	463.3
nrdD_b4238_at	nrdD	837.7	705.1	369.5	579.4	543.7	697.4	512.9	440.1
ybhO_b0789_at	ybhO	592.3	577.5	251.3	486.9	412.7	465.3	438.3	357.2
IG_394_605423_605487_rev_at	/start=605423 /end=605487 /direction=+ /description=intergenic region	586.6	376.4	170.6	292.4	412.3	394.3	303.8	342.1
cydD_b0887_at	cydD	nan	276.4	nan	324.5	390.1	355.9	318.7	310.2
nusB_b0416_at	nusB	671.4	761.8	897.3	802.6	1495	1172.3	1019.3	958.3
ybfA_b0699_at	ybfA	nan	nan	1009.6	829.8	1598.7	1307.1	1024.1	1042.3
ygdP_b2830_at	ygdP	1043.4	945	1167.9	1058.7	2704.4	2317.3	1745.5	1843.4
ftsW_b0089_at	ftsW	514.4	438.7	366.9	389.3	1223.4	927.8	624.9	644.8
IG_53_87947_88027_fwd_at	c0097	191.2	163.2	136.3	105.4	484.3	264.2	314.1	169.6
ybhS_b0793_at	ybhS	398.7	396.1	408.5	381.9	505	485.7	443.6	360
ycbB_b0925_at	ycbB	647.6	658.1	742.6	686.3	817	792.6	642.3	627.4
cspD_b0880_at	cspD	5748.7	7398.5	7397.4	5657.8	13104.8	7893.5	7776.1	7025
yhbT_b3157_at	yhbT	763.4	570.1	766.8	686.4	1247.3	1425.1	1600.9	757.8
mraY_b0087_at	mraY	393.4	405.9	449.6	421.6	903.2	687.7	723.6	455.3
usg_b2319_at	usg	546.2	407.9	535.2	505.6	725.1	712.6	515.5	524.1
recB_b2820_at	recB	405	355.1	458.7	496.1	525.3	606.6	422	423.1
yhbM_b3163_at	yhbM	3773.7	1595.7	2155.4	1505.3	5268.6	7675.5	2841.1	3571
aceK_b4016_at	aceK	869.1	776.2	665.5	624.2	2258.7	3477	903.9	1369
IG_58_107475_107629_fwd_at	/start=107475 /end=107629 /direction=+ /description=intergenic region	596.4	548.9	579.2	540.9	959.6	1348.8	674.4	644.7
IG_129_225313_225380_fwd_s_at	/start=225313 /end=225380 /direction=+ /description=intergenic region	1383.2	1480.3	1330.2	1635.3	2826.7	4104.6	1456.8	2563.5
IG_2137_3424790_3424857_rev_s_at	/start=3424790 /end=3424857 /direction=+ /description=intergenic region	1348.1	1597	1393.7	1499.2	2729	3859.3	1365.6	2387.2
gapC_2_b1416_at	gapC	945.8	542.1	764.7	806.9	1770.6	2349.9	699.7	1398.1
hyaB_b0973_at	hyaB	1081.5	933.9	422.3	559.1	6706.7	7082.1	1131.1	2262.2
hyaC_b0974_at	hyaC	1105.8	908.3	429	408.4	5332.8	4833	707.3	1648.4
hslU_b3931_at	hslU	1001.5	887.7	657.7	875.4	1266.3	1454.2	815.3	953.9
feoA_b3408_at	feoA	313.4	447	377.3	416.6	2663	1961.3	396	492.2
IG_555_877855_877964_fwd_at	/start=877855 /end=877964 /direction=+ /description=intergenic region	408	498.5	484	374	1709.7	2103.5	471.9	489.9
gatY_b2096_at	gatY	14364.3	15077.1	21336.6	12745.1	37865.7	39568	14487.4	16317.3
dnaB_b4052_at	dnaB	753	869.5	677.6	757.3	862.5	1094.4	792.6	703.4
menF_b2265_at	menF	nan	nan	nan	460	596.7	830.8	490.2	425.1
yjjV_b4378_at	yjjV	653.7	673.5	494	676.4	881.4	1181	762	697
ptsP_b2829_at	ptsP	325.2	326.9	234.8	323.6	498.1	664.8	375.7	373.3
gyrB_b3699_at	gyrB	839.7	946.6	771.8	1007.7	988.9	1051.3	797.4	810.9
IG_2488_4034662_4034729_fwd_f_at	/start=4034662 /end=4034729 /direction=+ /description=intergenic region	732.8	995.8	711.1	1042.4	1622.4	2104.6	1088.1	1304.4
sbcB_b2011_at	sbcB	298	313.5	334	541.7	436.6	700.2	466.9	437.1
insA_1_b0022_s_at	insA	343.2	378.2	446.5	734.2	546.9	779.8	533.5	742.7
IG_1377_2169421_2176840_fwd_at	/start=2169421 /end=2176840 /direction=+ /description=intergenic region	248.7	295.8	348.7	396	389.4	511.2	335.1	364.8
murI_b3967_at	murI	247.2	243	345.4	383.1	372.3	481.4	300.5	303.6
aspA_b4139_at	aspA	944.4	1051.5	2029	2050.1	3653.4	3692.2	3771.6	2345.6
IG_1274_1990142_1990291_rev_at	/start=1990142 /end=1990291 /direction=+ /description=intergenic region	420	484.5	657.2	711.7	868.3	954.3	779	604.6
IG_1415_2241673_2242797_rev_at	/start=2241673 /end=2242797 /direction=+ /description=intergenic region	886	1075.1	1329.6	1207.1	1495.7	1683.3	1094.2	836
IG_1493_2404662_2407539_rev_at	/start=2404662 /end=2407539 /direction=+ /description=intergenic region	nan	nan	nan	204.4	nan	275.3	177.3	144.1
IG_128_223409_223770_fwd_f_at	/start=223409 /end=223770 /direction=+ /description=intergenic region	630.9	805.5	891.2	878.9	1029.5	1158.2	879.1	678
eutC_b2440_at	eutC	309.9	508.3	596.4	492.9	637.2	610.3	453.2	402.3
yaeD_b0200_at	yaeD	858.6	895.3	1073.5	1270.1	1276.7	1243.8	1079.8	784.6
IG_1101_1733984_1735867_fwd_at	/start=1733984 /end=1735867 /direction=+ /description=intergenic region	nan	166.1	238.8	207.7	184.5	237.2	189.4	177.6
yegE_b2067_at	Z3235m	288.5	258.7	338.3	315.5	268.3	314.5	251.7	243.5
yfhA_b2554_at	yfhA	469.1	414.3	595.4	494.9	476.8	611.9	544.6	342.5
pta_b2297_at	pta	nan	nan	nan	541.9	584.8	788.5	691.1	418.6
yacA_b0097_at	yacA	777.1	698.5	1177.6	756.5	1216.7	1126.9	780.6	808.5
murG_b0090_at	murG	852.2	785	1724.8	1032.2	1426.5	1307.4	796.3	725.6
IG_2054_3297134_3297606_fwd_at	/start=3297134 /end=3297606 /direction=+ /description=intergenic region	nan	nan	nan	nan	nan	285.7	138.8	141.2
IG_359_555777_555883_rev_at	/start=555777 /end=555883 /direction=+ /description=intergenic region	nan	nan	nan	81.5	nan	nan	nan	87.2
IG_2039_3268234_3268265_rev_at	/start=3268234 /end=3268265 /direction=+ /description=intergenic region	307.2	434.4	nan	334.3	275.8	392.7	nan	nan
IG_2576_4172948_4188312_rev_at	/start=4172948 /end=4188312 /direction=+ /description=intergenic region	209.1	235.7	191.9	221.2	174.5	241.8	183.2	199.5
IG_949_1515027_1515337_fwd_at	/start=1515027 /end=1515337 /direction=+ /description=intergenic region	109.5	132.7	118.7	101.2	108.6	180	89.5	114.5
uvrA_b4058_at	uvrA	616.8	1041.3	nan	438.7	830.3	1245	580.9	501
ycjX_b1321_at	ycjX	381	526.9	nan	343.1	551	541.2	329.6	375
IG_1069_1687776_1687875_fwd_at	/start=1687776 /end=1687875 /direction=+ /description=intergenic region	311.4	746	282.2	125.9	520.8	524	219.4	185.7
trs5_8_b2192_s_at	insH1	5762.4	6552.7	9145.1	4930.2	7502	11429.5	6996.1	7606.5
ygfB_b2909_at	ygfB	1967.1	2277	2466.2	1935.5	2313.9	3874.7	2413.3	2299.7
IG_621_982118_982297_fwd_at	/start=982118 /end=982297 /direction=+ /description=intergenic region	1024.1	1379.3	1890.4	1349.3	1428.3	1980.5	1763.6	1493.2
IG_2326_3773787_3774291_fwd_at	/start=3773787 /end=3774291 /direction=+ /description=intergenic region	90.4	127.2	162.3	121	142.3	175.7	105.7	123.8
IG_1886_3039091_3040508_rev_at	/start=3039091 /end=3040508 /direction=+ /description=intergenic region	432.5	476.5	428.1	394.8	474.9	639.4	292	377.4
IG_430_661436_661601_rev_at	/start=661436 /end=661601 /direction=+ /description=intergenic region	472	546.2	441.4	404.6	740.8	972.5	275	617.5
fnr_b1334_at	fnr	1203.2	1432.2	1740.9	1391.9	1799.3	1964.1	912.7	1452.8
b2896_at	cptA	509	384.1	474.3	509.1	653	724	288.5	394.6
guaA_b2507_at	guaA	490.7	338.7	400.6	391.8	650.7	658.8	160.9	445.2
hpt_b0125_at	hpt	822.6	743.1	883.7	764	754.3	993.9	599.6	513.1
IG_1703_2744206_2744453_rev_at	/start=2744206 /end=2744453 /direction=+ /description=intergenic region	1410.7	1177.6	1211.1	1025.3	1499.8	1851.6	753.7	818.4
ffh_b2610_at	ffh	990.2	660.9	1014.8	764.7	1044.3	1353.3	607.2	706.1
deaD_b3162_at	deaD	695.1	669.6	761.8	811.9	934.7	1145.2	551.6	609.4
IG_1211_1898050_1900071_fwd_at	/start=1898050 /end=1900071 /direction=+ /description=intergenic region	485.7	400.4	431	459.5	534.3	695.8	348.7	367.8
aroG_b0754_at	aroG	910.3	687.3	621.7	632.1	1283	1351.3	558.7	494.6
b2899_at	yqfA	1533.3	1205	1154.2	1124.5	2321.6	2563.4	807	834.8
nlpD_b2742_at	nlpD	16496.7	23058.9	18570.8	12931.6	26320	29775.2	12875.2	14087.1
phrB_b0708_at	phr	787.2	nan	nan	874.1	889.6	1021.5	678.2	693.4
ftsA_b0094_at	ftsA	2259.9	2008.6	2157.6	1673.4	2991.7	3519.9	1674.9	1496.3
purL_b2557_at	purL	181.2	221.3	146.5	251.1	273.5	255.1	148	144.8
sppA_b1766_at	sppA	nan	nan	nan	573.8	445.9	477	370.5	386
thdF_b3706_at	mnmE	558.5	446.9	455.8	637.2	603.6	631.1	424	375.8
IG_2058_3301009_3301088_fwd_at	/start=3301009 /end=3301088 /direction=+ /description=intergenic region	nan	21.7	23.1	26.5	nan	28.2	15.1	16
ygjU_b3089_at	ygjU	nan	405.8	406.4	493.3	502.9	498.6	280.5	299.9
ycgB_b1188_at	ycgB	1644.1	1105.5	944.8	1030.5	1602	1437.4	678.1	731.7
ybbA_b0495_at	ybbA	361.8	304.4	nan	372.8	300.7	334.4	248.9	243.6
yleB_b0662_at	ubiF	1019.6	831.8	1107.6	928.6	1040.9	979.3	749.7	667.8
murB_b3972_at	murB	428.6	315.1	405.2	349	416.6	411.8	291.4	279.4
yghB_b3009_at	yghB	1664.2	883.3	1300.8	1088.8	1459.1	1467.7	629.2	835.3
ampD_b0110_at	ampD	312.2	nan	nan	278.5	331.3	287.1	219.9	175.1
IG_231_362404_362454_rev_at	/start=362404 /end=362454 /direction=+ /description=intergenic region	nan	111.1	nan	148.3	nan	nan	nan	nan
IG_1815_2920123_2920556_rev_at	/start=2920123 /end=2920556 /direction=+ /description=intergenic region	nan	nan	268.5	316.9	nan	nan	nan	nan
dcm_b1961_at	dcm	nan	nan	nan	291.4	320.7	289.2	209.1	197.8
IG_2436_3951037_3951131_fwd_at	/start=3951037 /end=3951131 /direction=+ /description=intergenic region	nan	nan	nan	285.5	331.8	387.9	nan	205.9
ycdR_b1023_at	pgaB	nan	114.8	nan	164.2	nan	nan	nan	nan
bisC_b3551_at	bisC	nan	nan	nan	335.2	271.6	303.1	nan	241.8
IG_1737_2785456_2785626_fwd_at	/start=2785456 /end=2785626 /direction=+ /description=intergenic region	nan	nan	84.6	90.9	nan	nan	nan	nan
ubiH_b2907_at	ubiH	nan	nan	nan	nan	572.8	654.5	365.6	287.5
clpP_b0437_at	clpP	2044.8	1464.9	nan	nan	2040.7	2135.6	1498.4	1295.3
IG_525_824264_830094_fwd_at	/start=824264 /end=830094 /direction=+ /description=intergenic region	nan	nan	nan	198.3	nan	200.5	nan	nan
cdsA_b0175_at	cdsA	586.1	459.9	359.9	nan	587	607.6	492.5	378.9
b0667_at	b0667	240.5	178.4	199.7	227.2	344.6	215	144.1	138.3
b2016_at	c2543	1103.5	781.3	1014.6	978.9	1405.1	1150.2	802.7	883.1
murD_b0088_at	murD	1194.6	864.3	1157.8	1121.8	1771	1169.9	860.6	1030.6
yejL_b2187_at	yejL	1012.2	783.9	995.3	1000.1	1209.2	1103.1	719.8	1015.4
IG_1148_1808073_1808222_fwd_at	/start=1808073 /end=1808222 /direction=+ /description=intergenic region	nan	nan	52.5	101.1	nan	111.7	nan	77.8
IG_1795_2874353_2876591_rev_at	/start=2874353 /end=2876591 /direction=+ /description=intergenic region	nan	232.9	nan	275.9	nan	nan	nan	nan
pdxA_b0052_at	pdxA	nan	nan	nan	nan	885.2	707.1	620.9	nan
ybjT_b0869_at	ybjT	652.1	590.9	631.8	727.9	837.1	681.2	555.7	646.1
IG_388_596197_596353_fwd_f_at	/start=596197 /end=596353 /direction=+ /description=intergenic region	nan	nan	nan	370.7	nan	565.2	278.3	227.6
ygdK_b2811_at	ygdK	515.3	393.6	635.1	587.4	427.9	537.3	403.6	410.9
sms_b4389_at	radA	nan	854.3	nan	nan	865.1	985.4	752.9	752.6
ycdO_b1018_at	ycdO	173.1	nan	183	313	269.3	306.2	nan	nan
ascF_b2715_at	ascF	nan	399	463	480.7	349.3	457.6	nan	nan
yeaP_b1794_at	yeaP	nan	nan	nan	nan	nan	306.6	171.5	230.9
yjhC_b4280_at	yjhC	nan	nan	nan	432.4	nan	nan	379.4	244.1
hybC_b2994_at	hybC	nan	nan	nan	nan	nan	nan	366.3	497.7
IG_1623_2598969_2599181_fwd_at	/start=2598969 /end=2599181 /direction=+ /description=intergenic region	nan	nan	154.4	253	81.9	142.6	nan	187.2
yrdD_b3283_at	yrdD	1510.6	870.1	1184.5	1267.5	1491.3	1451.1	1048.9	1191.7
csgD_b1040_at	csgD	95.8	nan	114.3	236	nan	nan	86.3	147.3
IG_382_582284_582903_fwd_at	/start=582284 /end=582903 /direction=+ /description=intergenic region	nan	68.6	nan	89.8	nan	33.5	nan	nan
yqgA_b2966_at	yqgA	nan	230	nan	363.6	206.7	341.7	nan	nan
IG_2638_4268594_4271703_fwd_at	/start=4268594 /end=4271703 /direction=+ /description=intergenic region	nan	172.3	210.5	204	142	208.5	164	241.8
IG_434_668152_668518_rev_at	/start=668152 /end=668518 /direction=+ /description=intergenic region	nan	nan	490.2	418.7	215.4	472.1	329.2	563.4
rfaQ_b3632_at	waaQ	495.9	383.4	571.5	541.2	389	575.4	408.9	511.2
b2337_at	yfcT	358.7	298.7	534.7	428	241.3	411	217.7	nan
IG_2173_3489258_3489361_rev_at	/start=3489258 /end=3489361 /direction=+ /description=intergenic region	nan	nan	nan	216.3	nan	nan	nan	234.3
napD_b2207_at	napD	nan	442.4	618.6	552.3	351.7	532.6	384.5	nan
yhiQ_b3497_at	rsmJ	nan	nan	nan	nan	264.2	624.3	398.2	511.8
recC_b2822_at	recC	174.5	189.1	312.2	287.9	151.3	351.3	210.9	294.2
pyrF_b1281_at	pyrF	188.2	149.2	299.6	288.2	144	249.7	177.1	236.7
fimG_b4319_at	fimG	nan	nan	nan	265.2	nan	nan	223.1	410.2
IG_2673_4335508_4335831_rev_at	/start=4335508 /end=4335831 /direction=+ /description=intergenic region	nan	93.9	nan	99.1	31.1	85.8	nan	nan
b2880_at	ygfM	nan	nan	nan	384.2	nan	nan	340.3	636.5
IG_1998_3213315_3214419_fwd_f_at	/start=3213315 /end=3214419 /direction=+ /description=intergenic region	74.5	nan	155	109.7	68.6	92.6	nan	nan
yggA_b2923_at	argO	nan	nan	nan	216.2	105.1	178.2	144.2	270
ymfN_b1149_at	ymfN	203.2	285.9	404.7	418.4	nan	nan	nan	nan
rffG_b3788_at	rffG	442.5	504.2	559.4	414.6	329.3	513	428.9	512.5
IG_94_164535_164729_fwd_at	ECs5364	350.6	416.1	454.7	264.9	283.5	377.5	336.7	431.1
yabI_b0065_at	yabI	516.8	615.8	600.2	520.1	365.7	607	423.4	547.8
IG_707_1122497_1122629_rev_at	/start=1122497 /end=1122629 /direction=+ /description=intergenic region	nan	nan	680.8	657.7	519.2	745.6	526.8	786.3
wzzE_b3785_at	wzzE	452.6	345.3	374.7	334.5	275.2	456.3	298.9	499.1
rseC_b2570_at	rseC	434.1	404	nan	345.2	282.2	610.3	369.3	645.3
IG_1974_3179598_3180565_fwd_f_at	/start=3179598 /end=3180565 /direction=+ /description=intergenic region	312.4	249.2	297.8	216.4	195.1	296	230.4	450.5
rseB_b2571_at	rseB	800	554.9	839.4	524.6	592.7	971.4	910.6	1737
IG_741_1187473_1187538_rev_at	/start=1187473 /end=1187538 /direction=+ /description=intergenic region	nan	44.6	56.1	46	39.2	61.3	60.8	74.8
IG_1097_1727019_1727110_fwd_at	/start=1727019 /end=1727110 /direction=+ /description=intergenic region	nan	146.4	nan	121.3	105.4	154.6	110.7	136.2
IG_161_257772_257828_fwd_at	/start=257772 /end=257828 /direction=+ /description=intergenic region	32.6	86.3	109.4	62.5	63.4	108.3	82.5	116
IG_2817_4540202_4540682_fwd_at	/start=4540202 /end=4540682 /direction=+ /description=intergenic region	97.3	310.3	192.7	127.9	90.7	375.1	174.6	315.1
b1444_at	ydcW	482.7	615.1	937.2	848.8	787.8	643.2	847.1	462.9
yfiA_b2597_at	yfiA	4665.2	6735.6	19139.4	13292.8	17886.8	11097.5	11702.8	7714.3
IG_2754_4448496_4448632_fwd_at	/start=4448496 /end=4448632 /direction=+ /description=intergenic region	1965.3	2439.8	5053.9	3493.3	3375.4	3329.1	3119.4	1554.2
ygcA_b2785_at	rumA	409.3	439.9	880	577.2	628.1	653.6	649.9	348.9
glk_b2388_at	glk	nan	435	655	463.3	527	488	420.5	277.7
aldB_b3588_at	aldB	2034	1683.9	3582.2	2827.2	3724.1	3040.5	2254	1554.7
IG_2838_4569485_4569934_fwd_at	/start=4569485 /end=4569934 /direction=+ /description=intergenic region	nan	nan	nan	36.3	nan	51.6	33.2	15.6
pgsA_b1912_at	pgsA	420.5	267.3	522.1	467.3	632.5	548.5	357.2	286.2
fba_b2925_at	fba	1385.4	1029.8	1799.7	1539.4	1514.3	1361.7	1314	937.6
b1648_at	Z2665	nan	nan	nan	nan	nan	nan	273.8	172.5
hisC_b2021_at	hisC	305.8	nan	nan	233.1	502.9	497.7	503	nan
yraK_b3145_at	Z4504	nan	nan	nan	144.5	nan	154.6	nan	110.1
b2737_at	ygbK	nan	nan	nan	nan	nan	nan	237.7	172.1
b4140_at	fxsA	nan	nan	nan	nan	484.2	358.9	308.1	nan
IG_1744_2796066_2797184_fwd_at	/start=2796066 /end=2797184 /direction=+ /description=intergenic region	nan	nan	nan	258.2	nan	273.8	nan	77.7
dppC_b3542_at	dppC	nan	296.7	nan	nan	1184	1434.3	1354.2	683.9
yafW_b0246_at	yafW	nan	nan	nan	566.4	nan	nan	nan	385.6
ytfR_b4228_at	ytfR	307.5	334.2	737	700.8	701.9	789.9	767	469.5
yfbT_b2293_at	yfbT	462.9	506.6	nan	469.8	438.9	465.3	626.6	232.9
yhcM_b3232_at	yhcM	nan	628.6	614	562.1	526.4	574.2	nan	267.5
sgcX_b4305_at	sgcX	377.1	406.6	408.7	458.6	420.4	422.2	549.8	249
ybiC_b0801_at	ybiC	641.7	690.5	702.3	625.2	598	569.4	825.3	413.7
dcp_b1538_at	dcp	561.5	597.9	540.6	570.1	602.7	567.7	632.8	446
IG_346_532158_532234_fwd_at	/start=532158 /end=532234 /direction=+ /description=intergenic region	251.2	264.5	213.3	199.4	262.7	285	341.5	146.3
cydC_b0886_at	cydC	333.2	301.2	nan	393.5	391.5	356.8	399.2	265.5
IG_2551_4131087_4131414_fwd_at	/start=4131087 /end=4131414 /direction=+ /description=intergenic region	nan	nan	115.2	111.2	nan	107.8	149	66.9
gltL_b0652_at	gltL	371.1	303.4	401.8	336.2	435.5	316.5	474.4	257.1
chpS_b4224_at	chpS	357.2	262.9	370.5	361.7	374.2	316.5	427.1	286.1
ycfQ_b1111_at	ycfQ	697.4	748.2	755.8	874.9	734.4	702.5	770.1	621.2
ydbC_b1406_at	ydbC	436.1	439.6	548.7	464.8	445.4	470.5	576.8	352
ygaE_b2664_at	ygaE	1545.9	1489.2	1763.6	1451.5	1543.5	1529.6	2229.2	1303.7
pcm_b2743_at	pcm	858.7	929.3	1078.6	945.9	1068.3	883.5	1345.6	700.3
IG_156_251954_252004_fwd_at	/start=251954 /end=252004 /direction=+ /description=intergenic region	nan	nan	199.1	100.7	114.9	77.7	187.9	53.5
IG_771_1227231_1227301_fwd_at	/start=1227231 /end=1227301 /direction=+ /description=intergenic region	nan	362.8	nan	312.2	351.6	268.4	518.6	201
pepT_b1127_at	pepT	745.3	390.2	796	628.1	625.6	449.8	874.5	432
IG_2856_4599520_4599656_rev_at	/start=4599520 /end=4599656 /direction=+ /description=intergenic region	562.1	512.3	665.4	578.8	462.4	479.3	478.4	432.2
narU_b1469_at	narU	nan	nan	659.5	541	nan	408.6	465.9	383.9
b1726_at	yniB	1151.2	793.1	1221	906.8	862.7	756	899.7	714.3
b1448_at	mnaT	856.5	857.5	1159.4	841.3	750.9	757.4	879.1	604.7
yjiM_b4335_at	yjiM	374.1	nan	nan	615.2	478.1	543.1	1168.4	194.6
yeeP_b1999_at	yeeP	nan	nan	487.2	398.7	279.7	315.9	nan	258
b2377_at	yfdY	1003.5	796.4	1616.2	1250	908.3	965.7	1295.1	660.7
LAMCG_K_w_at	Z0978	143.3	161.7	404.2	201.6	156.5	194.9	224.6	137.3
ascB_b2716_at	ascB	nan	235.4	410.4	309.9	nan	243.6	251.7	269.6
IG_933_1494656_1494879_fwd_at	/start=1494656 /end=1494879 /direction=+ /description=intergenic region	575.8	432.5	791.1	715.5	398.3	486.7	508.9	512.9
yfiL_b2602_at	yfiL	433.3	335	640.2	626.2	281.2	328.3	435.8	396.2
dsbD_b4136_at	dipZ	486.3	427.4	527.6	535	393.5	424.2	401.7	399.5
smf_2_b3285_at	smf	1264.3	1194.9	1920.9	1691.9	1136.1	1480.3	2109	1063
menE_b2260_at	menE	353.1	297.9	490.9	541.2	283.5	363.1	451.3	299.8
araG_b1900_at	araG	291.4	231.2	388.2	358.1	301.2	285.2	394.1	256.3
fumA_b1612_at	fumA	724.7	504.5	1455.3	1169.1	985.8	719.9	2008	709.9
argR_b3237_at	argR	338.2	261.7	546.2	607.7	387.9	406.9	667.4	381.9
galS_b2151_at	galS	231.1	193.6	450.3	455.9	278.6	275.4	567.4	303.4
hisJ_b2309_at	hisJ	820.7	728.1	1332.3	1224.1	966.1	821.8	1683.4	1037.9
ybjN_b0853_at	ybjN	267.7	241	386.6	403.3	307.6	211.7	522.4	299.3
hipB_b1508_at	hipB	285.2	199.6	458.4	523.8	323.1	259.1	446.5	316.6
srlD_b2705_at	srlD	141.9	224.4	317	371.4	238.5	213.2	518.4	219.3
srlA_b2702_at	srlA	292.3	359.1	536.9	762.7	341.3	455	735	322.8
b1441_at	Z2278	617	652.2	961.1	1047	612.9	632.3	910.4	639.3
IG_2656_4300517_4300656_rev_at	yjcQ	323.7	346.2	471.2	532	323.2	329.8	432.1	279
